"pwsid","category","hh_use","service","commodity_unit_price"
"CA3610105","inside",0,"water",0
"CA3610105","inside",1000,"water",5.5
"CA3610105","inside",2000,"water",5.5
"CA3610105","inside",3000,"water",5.5
"CA3610105","inside",4000,"water",5.5
"CA3610105","inside",5000,"water",5.5
"CA3610105","inside",6000,"water",5.5
"CA3610105","inside",7000,"water",5.5
"CA3610105","inside",8000,"water",5.5
"CA3610105","inside",9000,"water",5.5
"CA3610105","inside",10000,"water",5.53
"CA3610105","inside",11000,"water",5.61
"CA3610105","inside",12000,"water",5.67
"CA3610105","inside",13000,"water",5.72
"CA3610105","inside",14000,"water",5.76
"CA3610105","inside",15000,"water",5.8
"CA3610105","inside",16000,"water",5.86
"CA3610107","inside",0,"sewer",0
"CA3610107","inside",1000,"sewer",0
"CA3610107","inside",2000,"sewer",0
"CA3610107","inside",3000,"sewer",0
"CA3610107","inside",4000,"sewer",0
"CA3610107","inside",5000,"sewer",0
"CA3610107","inside",6000,"sewer",0
"CA3610107","inside",7000,"sewer",0
"CA3610107","inside",8000,"sewer",0
"CA3610107","inside",9000,"sewer",0
"CA3610107","inside",10000,"sewer",0
"CA3610107","inside",11000,"sewer",0
"CA3610107","inside",12000,"sewer",0
"CA3610107","inside",13000,"sewer",0
"CA3610107","inside",14000,"sewer",0
"CA3610107","inside",15000,"sewer",0
"CA3610107","inside",16000,"sewer",0
"CA3610107","inside",0,"water",0
"CA3610107","inside",1000,"water",5.43
"CA3610107","inside",2000,"water",5.42
"CA3610107","inside",3000,"water",5.43
"CA3610107","inside",4000,"water",5.42
"CA3610107","inside",5000,"water",5.43
"CA3610107","inside",6000,"water",5.43
"CA3610107","inside",7000,"water",5.43
"CA3610107","inside",8000,"water",5.43
"CA3610107","inside",9000,"water",5.43
"CA3610107","inside",10000,"water",5.44
"CA3610107","inside",11000,"water",5.52
"CA3610107","inside",12000,"water",5.58
"CA3610107","inside",13000,"water",5.63
"CA3610107","inside",14000,"water",5.67
"CA3610107","inside",15000,"water",5.71
"CA3610107","inside",16000,"water",5.76
"CA3610108","inside",0,"sewer",0
"CA3610108","inside",1000,"sewer",0
"CA3610108","inside",2000,"sewer",0
"CA3610108","inside",3000,"sewer",0
"CA3610108","inside",4000,"sewer",0
"CA3610108","inside",5000,"sewer",0
"CA3610108","inside",6000,"sewer",0
"CA3610108","inside",7000,"sewer",0
"CA3610108","inside",8000,"sewer",0
"CA3610108","inside",9000,"sewer",0
"CA3610108","inside",10000,"sewer",0
"CA3610108","inside",11000,"sewer",0
"CA3610108","inside",12000,"sewer",0
"CA3610108","inside",13000,"sewer",0
"CA3610108","inside",14000,"sewer",0
"CA3610108","inside",15000,"sewer",0
"CA3610108","inside",16000,"sewer",0
"CA3610108","inside",0,"water",0
"CA3610108","inside",1000,"water",5.25
"CA3610108","inside",2000,"water",5.24
"CA3610108","inside",3000,"water",5.25
"CA3610108","inside",4000,"water",5.24
"CA3610108","inside",5000,"water",5.25
"CA3610108","inside",6000,"water",5.24
"CA3610108","inside",7000,"water",5.25
"CA3610108","inside",8000,"water",5.24
"CA3610108","inside",9000,"water",5.25
"CA3610108","inside",10000,"water",5.26
"CA3610108","inside",11000,"water",5.33
"CA3610108","inside",12000,"water",5.39
"CA3610108","inside",13000,"water",5.44
"CA3610108","inside",14000,"water",5.48
"CA3610108","inside",15000,"water",5.52
"CA3610108","inside",16000,"water",5.57
"CA3610110","inside",0,"sewer",0
"CA3610110","inside",1000,"sewer",0
"CA3610110","inside",2000,"sewer",0
"CA3610110","inside",3000,"sewer",0
"CA3610110","inside",4000,"sewer",0
"CA3610110","inside",5000,"sewer",0
"CA3610110","inside",6000,"sewer",0
"CA3610110","inside",7000,"sewer",0
"CA3610110","inside",8000,"sewer",0
"CA3610110","inside",9000,"sewer",0
"CA3610110","inside",10000,"sewer",0
"CA3610110","inside",11000,"sewer",0
"CA3610110","inside",12000,"sewer",0
"CA3610110","inside",13000,"sewer",0
"CA3610110","inside",14000,"sewer",0
"CA3610110","inside",15000,"sewer",0
"CA3610110","inside",16000,"sewer",0
"CA3610110","inside",0,"water",0
"CA3610110","inside",1000,"water",0
"CA3610110","inside",2000,"water",0
"CA3610110","inside",3000,"water",0
"CA3610110","inside",4000,"water",0
"CA3610110","inside",5000,"water",0.94
"CA3610110","inside",6000,"water",2.35
"CA3610110","inside",7000,"water",3.35
"CA3610110","inside",8000,"water",4.1
"CA3610110","inside",9000,"water",4.68
"CA3610110","inside",10000,"water",5.15
"CA3610110","inside",11000,"water",5.53
"CA3610110","inside",12000,"water",5.85
"CA3610110","inside",13000,"water",6.12
"CA3610110","inside",14000,"water",6.35
"CA3610110","inside",15000,"water",6.55
"CA3610110","inside",16000,"water",6.73
"CA3610112","inside",0,"sewer",0
"CA3610112","inside",1000,"sewer",0
"CA3610112","inside",2000,"sewer",0
"CA3610112","inside",3000,"sewer",0
"CA3610112","inside",4000,"sewer",0
"CA3610112","inside",5000,"sewer",0
"CA3610112","inside",6000,"sewer",0
"CA3610112","inside",7000,"sewer",0
"CA3610112","inside",8000,"sewer",0
"CA3610112","inside",9000,"sewer",0
"CA3610112","inside",10000,"sewer",0
"CA3610112","inside",11000,"sewer",0
"CA3610112","inside",12000,"sewer",0
"CA3610112","inside",13000,"sewer",0
"CA3610112","inside",14000,"sewer",0
"CA3610112","inside",15000,"sewer",0
"CA3610112","inside",16000,"sewer",0
"CA3610112","inside",0,"water",0
"CA3610112","inside",1000,"water",2.01
"CA3610112","inside",2000,"water",2
"CA3610112","inside",3000,"water",2.01
"CA3610112","inside",4000,"water",2
"CA3610112","inside",5000,"water",2.01
"CA3610112","inside",6000,"water",2
"CA3610112","inside",7000,"water",2.01
"CA3610112","inside",8000,"water",2
"CA3610112","inside",9000,"water",2.01
"CA3610112","inside",10000,"water",2.01
"CA3610112","inside",11000,"water",2.01
"CA3610112","inside",12000,"water",2
"CA3610112","inside",13000,"water",2.01
"CA3610112","inside",14000,"water",2
"CA3610112","inside",15000,"water",2.01
"CA3610112","inside",16000,"water",2
"CA3610120","inside",0,"sewer",0
"CA3610120","inside",1000,"sewer",0
"CA3610120","inside",2000,"sewer",0
"CA3610120","inside",3000,"sewer",0
"CA3610120","inside",4000,"sewer",0
"CA3610120","inside",5000,"sewer",0
"CA3610120","inside",6000,"sewer",0
"CA3610120","inside",7000,"sewer",0
"CA3610120","inside",8000,"sewer",0
"CA3610120","inside",9000,"sewer",0
"CA3610120","inside",10000,"sewer",0
"CA3610120","inside",11000,"sewer",0
"CA3610120","inside",12000,"sewer",0
"CA3610120","inside",13000,"sewer",0
"CA3610120","inside",14000,"sewer",0
"CA3610120","inside",15000,"sewer",0
"CA3610120","inside",16000,"sewer",0
"CA3610120","inside",0,"water",0
"CA3610120","inside",1000,"water",3.53
"CA3610120","inside",2000,"water",3.53
"CA3610120","inside",3000,"water",3.53
"CA3610120","inside",4000,"water",3.53
"CA3610120","inside",5000,"water",3.53
"CA3610120","inside",6000,"water",3.53
"CA3610120","inside",7000,"water",3.53
"CA3610120","inside",8000,"water",3.53
"CA3610120","inside",9000,"water",3.68
"CA3610120","inside",10000,"water",3.85
"CA3610120","inside",11000,"water",3.99
"CA3610120","inside",12000,"water",4.1
"CA3610120","inside",13000,"water",4.2
"CA3610120","inside",14000,"water",4.28
"CA3610120","inside",15000,"water",4.35
"CA3610120","inside",16000,"water",4.42
"CA3610121","inside",0,"sewer",0
"CA3610121","inside",1000,"sewer",0
"CA3610121","inside",2000,"sewer",0
"CA3610121","inside",3000,"sewer",0
"CA3610121","inside",4000,"sewer",0
"CA3610121","inside",5000,"sewer",0
"CA3610121","inside",6000,"sewer",0
"CA3610121","inside",7000,"sewer",0
"CA3610121","inside",8000,"sewer",0
"CA3610121","inside",9000,"sewer",0
"CA3610121","inside",10000,"sewer",0
"CA3610121","inside",11000,"sewer",0
"CA3610121","inside",12000,"sewer",0
"CA3610121","inside",13000,"sewer",0
"CA3610121","inside",14000,"sewer",0
"CA3610121","inside",15000,"sewer",0
"CA3610121","inside",16000,"sewer",0
"CA3610121","inside",0,"water",0
"CA3610121","inside",1000,"water",1.14
"CA3610121","inside",2000,"water",1.14
"CA3610121","inside",3000,"water",1.14
"CA3610121","inside",4000,"water",1.14
"CA3610121","inside",5000,"water",1.14
"CA3610121","inside",6000,"water",1.16
"CA3610121","inside",7000,"water",1.18
"CA3610121","inside",8000,"water",1.2
"CA3610121","inside",9000,"water",1.21
"CA3610121","inside",10000,"water",1.22
"CA3610121","inside",11000,"water",1.23
"CA3610121","inside",12000,"water",1.23
"CA3610121","inside",13000,"water",1.24
"CA3610121","inside",14000,"water",1.25
"CA3610121","inside",15000,"water",1.25
"CA3610121","inside",16000,"water",1.25
"CA3610125","inside",0,"sewer",0
"CA3610125","inside",1000,"sewer",0
"CA3610125","inside",2000,"sewer",0
"CA3610125","inside",3000,"sewer",0
"CA3610125","inside",4000,"sewer",0
"CA3610125","inside",5000,"sewer",0
"CA3610125","inside",6000,"sewer",0
"CA3610125","inside",7000,"sewer",0
"CA3610125","inside",8000,"sewer",0
"CA3610125","inside",9000,"sewer",0
"CA3610125","inside",10000,"sewer",0
"CA3610125","inside",11000,"sewer",0
"CA3610125","inside",12000,"sewer",0
"CA3610125","inside",13000,"sewer",0
"CA3610125","inside",14000,"sewer",0
"CA3610125","inside",15000,"sewer",0
"CA3610125","inside",16000,"sewer",0
"CA3610125","inside",0,"water",0
"CA3610125","inside",1000,"water",3.68
"CA3610125","inside",2000,"water",3.67
"CA3610125","inside",3000,"water",3.68
"CA3610125","inside",4000,"water",3.67
"CA3610125","inside",5000,"water",3.68
"CA3610125","inside",6000,"water",3.74
"CA3610125","inside",7000,"water",3.81
"CA3610125","inside",8000,"water",3.86
"CA3610125","inside",9000,"water",3.9
"CA3610125","inside",10000,"water",3.94
"CA3610125","inside",11000,"water",3.96
"CA3610125","inside",12000,"water",3.98
"CA3610125","inside",13000,"water",4
"CA3610125","inside",14000,"water",4.02
"CA3610125","inside",15000,"water",4.03
"CA3610125","inside",16000,"water",4.04
"CA3700938","inside",0,"sewer",0
"CA3700938","inside",1000,"sewer",0
"CA3700938","inside",2000,"sewer",0
"CA3700938","inside",3000,"sewer",0
"CA3700938","inside",4000,"sewer",0
"CA3700938","inside",5000,"sewer",0
"CA3700938","inside",6000,"sewer",0
"CA3700938","inside",7000,"sewer",0
"CA3700938","inside",8000,"sewer",0
"CA3700938","inside",9000,"sewer",0
"CA3700938","inside",10000,"sewer",0
"CA3700938","inside",11000,"sewer",0
"CA3700938","inside",12000,"sewer",0
"CA3700938","inside",13000,"sewer",0
"CA3700938","inside",14000,"sewer",0
"CA3700938","inside",15000,"sewer",0
"CA3700938","inside",16000,"sewer",0
"CA3700938","inside",0,"water",0
"CA3700938","inside",1000,"water",3.3
"CA3700938","inside",2000,"water",3.31
"CA3700938","inside",3000,"water",3.3
"CA3700938","inside",4000,"water",3.31
"CA3700938","inside",5000,"water",3.3
"CA3700938","inside",6000,"water",3.3
"CA3700938","inside",7000,"water",3.3
"CA3700938","inside",8000,"water",3.3
"CA3700938","inside",9000,"water",3.3
"CA3700938","inside",10000,"water",3.3
"CA3700938","inside",11000,"water",3.3
"CA3700938","inside",12000,"water",3.3
"CA3700938","inside",13000,"water",3.3
"CA3700938","inside",14000,"water",3.3
"CA3700938","inside",15000,"water",3.3
"CA3700938","inside",16000,"water",3.3
"CA3710001","inside",0,"sewer",0
"CA3710001","inside",1000,"sewer",5.41
"CA3710001","inside",2000,"sewer",5.42
"CA3710001","inside",3000,"sewer",5.41
"CA3710001","inside",4000,"sewer",5.42
"CA3710001","inside",5000,"sewer",5.41
"CA3710001","inside",6000,"sewer",5.41
"CA3710001","inside",7000,"sewer",5.41
"CA3710001","inside",8000,"sewer",5.41
"CA3710001","inside",9000,"sewer",5.41
"CA3710001","inside",10000,"sewer",5.41
"CA3710001","inside",11000,"sewer",5.41
"CA3710001","inside",12000,"sewer",5.41
"CA3710001","inside",13000,"sewer",5.41
"CA3710001","inside",14000,"sewer",5.41
"CA3710001","inside",15000,"sewer",5.41
"CA3710001","inside",16000,"sewer",5.41
"CA3710001","inside",0,"water",0
"CA3710001","inside",1000,"water",7.9
"CA3710001","inside",2000,"water",7.9
"CA3710001","inside",3000,"water",7.9
"CA3710001","inside",4000,"water",7.9
"CA3710001","inside",5000,"water",7.9
"CA3710001","inside",6000,"water",7.92
"CA3710001","inside",7000,"water",8.06
"CA3710001","inside",8000,"water",8.16
"CA3710001","inside",9000,"water",8.24
"CA3710001","inside",10000,"water",8.31
"CA3710001","inside",11000,"water",8.36
"CA3710001","inside",12000,"water",8.75
"CA3710001","inside",13000,"water",9.08
"CA3710001","inside",14000,"water",9.37
"CA3710001","inside",15000,"water",9.62
"CA3710001","inside",16000,"water",9.83
"CA3710002","inside",0,"sewer",0
"CA3710002","inside",1000,"sewer",0
"CA3710002","inside",2000,"sewer",0
"CA3710002","inside",3000,"sewer",0
"CA3710002","inside",4000,"sewer",0
"CA3710002","inside",5000,"sewer",0
"CA3710002","inside",6000,"sewer",0
"CA3710002","inside",7000,"sewer",0
"CA3710002","inside",8000,"sewer",0
"CA3710002","inside",9000,"sewer",0
"CA3710002","inside",10000,"sewer",0
"CA3710002","inside",11000,"sewer",0
"CA3710002","inside",12000,"sewer",0
"CA3710002","inside",13000,"sewer",0
"CA3710002","inside",14000,"sewer",0
"CA3710002","inside",15000,"sewer",0
"CA3710002","inside",16000,"sewer",0
"CA3710002","inside",0,"water",0
"CA3710002","inside",1000,"water",5.04
"CA3710002","inside",2000,"water",5.04
"CA3710002","inside",3000,"water",5.04
"CA3710002","inside",4000,"water",5.04
"CA3710002","inside",5000,"water",5.16
"CA3710002","inside",6000,"water",5.36
"CA3710002","inside",7000,"water",5.5
"CA3710002","inside",8000,"water",5.61
"CA3710002","inside",9000,"water",5.69
"CA3710002","inside",10000,"water",5.76
"CA3710002","inside",11000,"water",5.81
"CA3710002","inside",12000,"water",5.86
"CA3710002","inside",13000,"water",5.89
"CA3710002","inside",14000,"water",5.93
"CA3710002","inside",15000,"water",5.95
"CA3710002","inside",16000,"water",6.08
"CA3710004","inside",0,"sewer",0
"CA3710004","inside",1000,"sewer",10.37
"CA3710004","inside",2000,"sewer",10.38
"CA3710004","inside",3000,"sewer",10.35
"CA3710004","inside",4000,"sewer",7.76
"CA3710004","inside",5000,"sewer",6.21
"CA3710004","inside",6000,"sewer",5.17
"CA3710004","inside",7000,"sewer",4.43
"CA3710004","inside",8000,"sewer",3.88
"CA3710004","inside",9000,"sewer",3.45
"CA3710004","inside",10000,"sewer",3.1
"CA3710004","inside",11000,"sewer",2.82
"CA3710004","inside",12000,"sewer",2.59
"CA3710004","inside",13000,"sewer",2.39
"CA3710004","inside",14000,"sewer",2.22
"CA3710004","inside",15000,"sewer",2.07
"CA3710004","inside",16000,"sewer",1.94
"CA3710004","inside",0,"water",0
"CA3710004","inside",1000,"water",7.22
"CA3710004","inside",2000,"water",7.22
"CA3710004","inside",3000,"water",7.22
"CA3710004","inside",4000,"water",7.22
"CA3710004","inside",5000,"water",7.22
"CA3710004","inside",6000,"water",7.22
"CA3710004","inside",7000,"water",7.22
"CA3710004","inside",8000,"water",7.31
"CA3710004","inside",9000,"water",7.46
"CA3710004","inside",10000,"water",7.58
"CA3710004","inside",11000,"water",7.68
"CA3710004","inside",12000,"water",7.76
"CA3710004","inside",13000,"water",7.83
"CA3710004","inside",14000,"water",7.89
"CA3710004","inside",15000,"water",7.94
"CA3710004","inside",16000,"water",7.99
"CA3710005","inside",0,"sewer",0
"CA3710005","inside",1000,"sewer",0
"CA3710005","inside",2000,"sewer",0
"CA3710005","inside",3000,"sewer",0
"CA3710005","inside",4000,"sewer",0
"CA3710005","inside",5000,"sewer",0
"CA3710005","inside",6000,"sewer",0
"CA3710005","inside",7000,"sewer",0
"CA3710005","inside",8000,"sewer",0
"CA3710005","inside",9000,"sewer",0
"CA3710005","inside",10000,"sewer",0
"CA3710005","inside",11000,"sewer",0
"CA3710005","inside",12000,"sewer",0
"CA3710005","inside",13000,"sewer",0
"CA3710005","inside",14000,"sewer",0
"CA3710005","inside",15000,"sewer",0
"CA3710005","inside",16000,"sewer",0
"CA3710005","inside",0,"water",0
"CA3710005","inside",1000,"water",5.4
"CA3710005","inside",2000,"water",5.4
"CA3710005","inside",3000,"water",5.4
"CA3710005","inside",4000,"water",5.4
"CA3710005","inside",5000,"water",5.4
"CA3710005","inside",6000,"water",5.4
"CA3710005","inside",7000,"water",5.4
"CA3710005","inside",8000,"water",5.43
"CA3710005","inside",9000,"water",5.48
"CA3710005","inside",10000,"water",5.52
"CA3710005","inside",11000,"water",5.56
"CA3710005","inside",12000,"water",5.59
"CA3710005","inside",13000,"water",5.61
"CA3710005","inside",14000,"water",5.76
"CA3710005","inside",15000,"water",6.01
"CA3710005","inside",16000,"water",6.22
"CA3710006","inside",0,"sewer",0
"CA3710006","inside",1000,"sewer",3.9
"CA3710006","inside",2000,"sewer",3.9
"CA3710006","inside",3000,"sewer",3.9
"CA3710006","inside",4000,"sewer",3.9
"CA3710006","inside",5000,"sewer",3.9
"CA3710006","inside",6000,"sewer",3.9
"CA3710006","inside",7000,"sewer",3.9
"CA3710006","inside",8000,"sewer",3.9
"CA3710006","inside",9000,"sewer",3.9
"CA3710006","inside",10000,"sewer",3.9
"CA3710006","inside",11000,"sewer",3.9
"CA3710006","inside",12000,"sewer",3.9
"CA3710006","inside",13000,"sewer",3.75
"CA3710006","inside",14000,"sewer",3.48
"CA3710006","inside",15000,"sewer",3.25
"CA3710006","inside",16000,"sewer",3.04
"CA3710006","inside",0,"water",0
"CA3710006","inside",1000,"water",6.57
"CA3710006","inside",2000,"water",6.57
"CA3710006","inside",3000,"water",6.57
"CA3710006","inside",4000,"water",6.57
"CA3710006","inside",5000,"water",6.57
"CA3710006","inside",6000,"water",6.57
"CA3710006","inside",7000,"water",6.57
"CA3710006","inside",8000,"water",6.84
"CA3710006","inside",9000,"water",7.05
"CA3710006","inside",10000,"water",7.21
"CA3710006","inside",11000,"water",7.35
"CA3710006","inside",12000,"water",7.46
"CA3710006","inside",13000,"water",7.56
"CA3710006","inside",14000,"water",7.64
"CA3710006","inside",15000,"water",7.72
"CA3710006","inside",16000,"water",7.86
"CA3710008","inside",0,"sewer",0
"CA3710008","inside",1000,"sewer",8.09
"CA3710008","inside",2000,"sewer",8.09
"CA3710008","inside",3000,"sewer",8.09
"CA3710008","inside",4000,"sewer",8.09
"CA3710008","inside",5000,"sewer",8.09
"CA3710008","inside",6000,"sewer",8.09
"CA3710008","inside",7000,"sewer",8.09
"CA3710008","inside",8000,"sewer",8.09
"CA3710008","inside",9000,"sewer",8.09
"CA3710008","inside",10000,"sewer",8.09
"CA3710008","inside",11000,"sewer",8.09
"CA3710008","inside",12000,"sewer",8.09
"CA3710008","inside",13000,"sewer",8.09
"CA3710008","inside",14000,"sewer",8.09
"CA3710008","inside",15000,"sewer",8.09
"CA3710008","inside",16000,"sewer",8.09
"CA3710008","inside",0,"water",0
"CA3710008","inside",1000,"water",6.83
"CA3710008","inside",2000,"water",6.83
"CA3710008","inside",3000,"water",6.83
"CA3710008","inside",4000,"water",6.83
"CA3710008","inside",5000,"water",6.83
"CA3710008","inside",6000,"water",6.84
"CA3710008","inside",7000,"water",6.85
"CA3710008","inside",8000,"water",6.86
"CA3710008","inside",9000,"water",6.87
"CA3710008","inside",10000,"water",6.87
"CA3710008","inside",11000,"water",6.88
"CA3710008","inside",12000,"water",6.88
"CA3710008","inside",13000,"water",6.88
"CA3710008","inside",14000,"water",6.89
"CA3710008","inside",15000,"water",6.89
"CA3710008","inside",16000,"water",6.89
"CA3710009","inside",0,"sewer",0
"CA3710009","inside",1000,"sewer",0
"CA3710009","inside",2000,"sewer",0
"CA3710009","inside",3000,"sewer",0
"CA3710009","inside",4000,"sewer",0
"CA3710009","inside",5000,"sewer",0
"CA3710009","inside",6000,"sewer",0
"CA3710009","inside",7000,"sewer",0
"CA3710009","inside",8000,"sewer",0
"CA3710009","inside",9000,"sewer",0
"CA3710009","inside",10000,"sewer",0
"CA3710009","inside",11000,"sewer",0
"CA3710009","inside",12000,"sewer",0
"CA3710009","inside",13000,"sewer",0
"CA3710009","inside",14000,"sewer",0
"CA3710009","inside",15000,"sewer",0
"CA3710009","inside",16000,"sewer",0
"CA3710009","inside",0,"water",0
"CA3710009","inside",1000,"water",2.34
"CA3710009","inside",2000,"water",2.34
"CA3710009","inside",3000,"water",2.34
"CA3710009","inside",4000,"water",2.34
"CA3710009","inside",5000,"water",2.34
"CA3710009","inside",6000,"water",2.34
"CA3710009","inside",7000,"water",2.34
"CA3710009","inside",8000,"water",2.34
"CA3710009","inside",9000,"water",2.34
"CA3710009","inside",10000,"water",2.34
"CA3710009","inside",11000,"water",2.34
"CA3710009","inside",12000,"water",2.34
"CA3710009","inside",13000,"water",2.52
"CA3710009","inside",14000,"water",2.68
"CA3710009","inside",15000,"water",2.81
"CA3710009","inside",16000,"water",2.93
"CA3710010","inside",0,"sewer",0
"CA3710010","inside",1000,"sewer",5.94
"CA3710010","inside",2000,"sewer",5.95
"CA3710010","inside",3000,"sewer",5.95
"CA3710010","inside",4000,"sewer",5.95
"CA3710010","inside",5000,"sewer",5.95
"CA3710010","inside",6000,"sewer",5.95
"CA3710010","inside",7000,"sewer",5.95
"CA3710010","inside",8000,"sewer",5.9
"CA3710010","inside",9000,"sewer",5.6
"CA3710010","inside",10000,"sewer",5.37
"CA3710010","inside",11000,"sewer",5.17
"CA3710010","inside",12000,"sewer",5.01
"CA3710010","inside",13000,"sewer",4.88
"CA3710010","inside",14000,"sewer",4.76
"CA3710010","inside",15000,"sewer",4.66
"CA3710010","inside",16000,"sewer",4.51
"CA3710010","inside",0,"water",0
"CA3710010","inside",1000,"water",6.66
"CA3710010","inside",2000,"water",6.66
"CA3710010","inside",3000,"water",6.66
"CA3710010","inside",4000,"water",6.66
"CA3710010","inside",5000,"water",6.66
"CA3710010","inside",6000,"water",6.8
"CA3710010","inside",7000,"water",6.94
"CA3710010","inside",8000,"water",7.04
"CA3710010","inside",9000,"water",7.12
"CA3710010","inside",10000,"water",7.19
"CA3710010","inside",11000,"water",7.24
"CA3710010","inside",12000,"water",7.29
"CA3710010","inside",13000,"water",7.36
"CA3710010","inside",14000,"water",7.53
"CA3710010","inside",15000,"water",7.67
"CA3710010","inside",16000,"water",7.8
"CA3710011","inside",0,"sewer",0
"CA3710011","inside",1000,"sewer",0
"CA3710011","inside",2000,"sewer",0
"CA3710011","inside",3000,"sewer",0
"CA3710011","inside",4000,"sewer",0
"CA3710011","inside",5000,"sewer",0
"CA3710011","inside",6000,"sewer",0
"CA3710011","inside",7000,"sewer",0
"CA3710011","inside",8000,"sewer",0
"CA3710011","inside",9000,"sewer",0
"CA3710011","inside",10000,"sewer",0
"CA3710011","inside",11000,"sewer",0
"CA3710011","inside",12000,"sewer",0
"CA3710011","inside",13000,"sewer",0
"CA3710011","inside",14000,"sewer",0
"CA3710011","inside",15000,"sewer",0
"CA3710011","inside",16000,"sewer",0
"CA3710011","inside",0,"water",0
"CA3710011","inside",1000,"water",0
"CA3710011","inside",2000,"water",0
"CA3710011","inside",3000,"water",0
"CA3710011","inside",4000,"water",0
"CA3710011","inside",5000,"water",0
"CA3710011","inside",6000,"water",0
"CA3710011","inside",7000,"water",0.05
"CA3710011","inside",8000,"water",0.23
"CA3710011","inside",9000,"water",0.37
"CA3710011","inside",10000,"water",0.48
"CA3710011","inside",11000,"water",0.57
"CA3710011","inside",12000,"water",0.73
"CA3710011","inside",13000,"water",0.89
"CA3710011","inside",14000,"water",1.03
"CA3710011","inside",15000,"water",1.15
"CA3710011","inside",16000,"water",1.25
"CA3710013","inside",0,"sewer",0
"CA3710013","inside",1000,"sewer",0
"CA3710013","inside",2000,"sewer",0
"CA3710013","inside",3000,"sewer",0
"CA3710013","inside",4000,"sewer",0
"CA3710013","inside",5000,"sewer",0
"CA3710013","inside",6000,"sewer",0
"CA3710013","inside",7000,"sewer",0
"CA3710013","inside",8000,"sewer",0
"CA3710013","inside",9000,"sewer",0
"CA3710013","inside",10000,"sewer",0
"CA3710013","inside",11000,"sewer",0
"CA3710013","inside",12000,"sewer",0
"CA3710013","inside",13000,"sewer",0
"CA3710013","inside",14000,"sewer",0
"CA3710013","inside",15000,"sewer",0
"CA3710013","inside",16000,"sewer",0
"CA3710013","inside",0,"water",0
"CA3710013","inside",1000,"water",6.1
"CA3710013","inside",2000,"water",6.1
"CA3710013","inside",3000,"water",6.1
"CA3710013","inside",4000,"water",6.1
"CA3710013","inside",5000,"water",6.1
"CA3710013","inside",6000,"water",6.12
"CA3710013","inside",7000,"water",6.14
"CA3710013","inside",8000,"water",6.15
"CA3710013","inside",9000,"water",6.15
"CA3710013","inside",10000,"water",6.16
"CA3710013","inside",11000,"water",6.16
"CA3710013","inside",12000,"water",6.17
"CA3710013","inside",13000,"water",6.17
"CA3710013","inside",14000,"water",6.18
"CA3710013","inside",15000,"water",6.18
"CA3710013","inside",16000,"water",6.18
"CA3710013","outside",0,"sewer",0
"CA3710013","outside",1000,"sewer",0
"CA3710013","outside",2000,"sewer",0
"CA3710013","outside",3000,"sewer",0
"CA3710013","outside",4000,"sewer",0
"CA3710013","outside",5000,"sewer",0
"CA3710013","outside",6000,"sewer",0
"CA3710013","outside",7000,"sewer",0
"CA3710013","outside",8000,"sewer",0
"CA3710013","outside",9000,"sewer",0
"CA3710013","outside",10000,"sewer",0
"CA3710013","outside",11000,"sewer",0
"CA3710013","outside",12000,"sewer",0
"CA3710013","outside",13000,"sewer",0
"CA3710013","outside",14000,"sewer",0
"CA3710013","outside",15000,"sewer",0
"CA3710013","outside",16000,"sewer",0
"CA3710013","outside",0,"water",0
"CA3710013","outside",1000,"water",12.19
"CA3710013","outside",2000,"water",12.19
"CA3710013","outside",3000,"water",12.19
"CA3710013","outside",4000,"water",12.19
"CA3710013","outside",5000,"water",12.21
"CA3710013","outside",6000,"water",12.25
"CA3710013","outside",7000,"water",12.27
"CA3710013","outside",8000,"water",12.29
"CA3710013","outside",9000,"water",12.31
"CA3710013","outside",10000,"water",12.32
"CA3710013","outside",11000,"water",12.33
"CA3710013","outside",12000,"water",12.34
"CA3710013","outside",13000,"water",12.35
"CA3710013","outside",14000,"water",12.35
"CA3710013","outside",15000,"water",12.36
"CA3710013","outside",16000,"water",12.36
"CA3710014","inside",0,"sewer",0
"CA3710014","inside",1000,"sewer",0
"CA3710014","inside",2000,"sewer",0
"CA3710014","inside",3000,"sewer",0
"CA3710014","inside",4000,"sewer",0
"CA3710014","inside",5000,"sewer",0
"CA3710014","inside",6000,"sewer",0
"CA3710014","inside",7000,"sewer",0
"CA3710014","inside",8000,"sewer",0
"CA3710014","inside",9000,"sewer",0
"CA3710014","inside",10000,"sewer",0
"CA3710014","inside",11000,"sewer",0
"CA3710014","inside",12000,"sewer",0
"CA3710014","inside",13000,"sewer",0
"CA3710014","inside",14000,"sewer",0
"CA3710014","inside",15000,"sewer",0
"CA3710014","inside",16000,"sewer",0
"CA3710014","inside",0,"water",0
"CA3710014","inside",1000,"water",3.44
"CA3710014","inside",2000,"water",3.44
"CA3710014","inside",3000,"water",3.44
"CA3710014","inside",4000,"water",3.44
"CA3710014","inside",5000,"water",3.44
"CA3710014","inside",6000,"water",3.44
"CA3710014","inside",7000,"water",3.44
"CA3710014","inside",8000,"water",3.44
"CA3710014","inside",9000,"water",3.44
"CA3710014","inside",10000,"water",3.46
"CA3710014","inside",11000,"water",3.57
"CA3710014","inside",12000,"water",3.66
"CA3710014","inside",13000,"water",3.73
"CA3710014","inside",14000,"water",3.8
"CA3710014","inside",15000,"water",3.85
