"pwsid","service_area","city_name","utility_name","date","year","service","website","last_updated","order"
"KS2010318","Leavenworth County RWD 5A","Leavenworth County RWD 5A","Leavenworth County RWD 5A",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010319","Leavenworth County RWD 2","Leavenworth County RWD 2","Leavenworth County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2010319","Leavenworth County RWD 2","Leavenworth County RWD 2","Leavenworth County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010323","Leavenworth County RWD 1C","Leavenworth County RWD 1C","Leavenworth County RWD 1C",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2010323","Leavenworth County RWD 1C","Leavenworth County RWD 1C","Leavenworth County RWD 1C",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010702","Linn County RWD 1","Linn County RWD 1","Linn County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2010702","Linn County RWD 1","Linn County RWD 1","Linn County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010703","Lacygne City","Lacygne City","Lacygne City",2020-08-01,"2020","drinking water","https://www.cityoflacygne.org/utilities",2021,1
"KS2010703","Lacygne City","Lacygne City","Lacygne City",2020-08-01,"2020","wastewater","https://www.cityoflacygne.org/utilities",2021,2
"KS2010707","Linn County RWD 2","Linn County RWD 2","Linn County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2010707","Linn County RWD 2","Linn County RWD 2","Linn County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010708","Linn County RWD 3","Linn County RWD 3","Linn County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2010708","Linn County RWD 3","Linn County RWD 3","Linn County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2010901","Oakley City","Oakley City","Oakley City",2021-01-01,"2021","drinking water","https://discoveroakley.com/158/Water",2021,1
"KS2010901","Oakley City","Oakley City","Oakley City",2021-01-01,"2021","wastewater","https://discoveroakley.com/171/Sewer",2021,2
"KS2011101","Lyon County RWD 1","Lyon County RWD 1","Lyon County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011101","Lyon County RWD 1","Lyon County RWD 1","Lyon County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011105","Emporia City","Emporia City","Emporia City",2020-01-01,"2020","drinking water","http://utilities.emporia-kansas.gov/index.php/water-service/water-rates",2021,1
"KS2011105","Emporia City","Emporia City","Emporia City",2020-01-01,"2020","wastewater","http://utilities.emporia-kansas.gov/index.php/water-service/sewer-rates",2021,2
"KS2011107","Lyon County RWD 5","Lyon County RWD 5","Lyon County RWD 5",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011107","Lyon County RWD 5","Lyon County RWD 5","Lyon County RWD 5",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011108","Lyon County RWD 2","Lyon County RWD 2","Lyon County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011108","Lyon County RWD 2","Lyon County RWD 2","Lyon County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011110","Lyon County RWD 4","Lyon County RWD 4","Lyon County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011110","Lyon County RWD 4","Lyon County RWD 4","Lyon County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011112","Olpe City","Olpe City","Olpe City",1964-10-01,"1964","drinking water","http://www.cityofolpe.com/wp-content/uploads/bsk-pdf-manager/Ordinance_-252-Water_fees,Rules_14.pdf",2021,1
"KS2011112","Olpe City","Olpe City","Olpe City",1976-08-01,"1976","wastewater","http://www.cityofolpe.com/wp-content/uploads/bsk-pdf-manager/Ordinance_-283-Sewer_Charges_28.pdf",2021,2
"KS2011113","Lyon County RWD 3","Lyon County RWD 3","Lyon County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011113","Lyon County RWD 3","Lyon County RWD 3","Lyon County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011114","Reading City","Reading City","Reading City",2018-07-05,"2018","drinking water","https://www.readingks.com/ordinances-1",2021,1
"KS2011114","Reading City","Reading City","Reading City",2019-10-01,"2019","wastewater","https://www.readingks.com/ordinances-1",2021,2
"KS2011301","McPherson County RWD 1","McPherson County RWD 1","McPherson County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011301","McPherson County RWD 1","McPherson County RWD 1","McPherson County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011304","Moundridge City","Moundridge City","Moundridge City",2021-01-01,"2021","drinking water","http://moundridgeks.citycode.net/index.html#!articleWater",2021,1
"KS2011304","Moundridge City","Moundridge City","Moundridge City",2021-01-01,"2021","wastewater","http://moundridgeks.citycode.net/index.html#!articleSewerUserCharges",2021,2
"KS2011305","McPherson County RWD 4","McPherson County RWD 4","McPherson County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011305","McPherson County RWD 4","McPherson County RWD 4","McPherson County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011306","McPherson County RWD 3","McPherson County RWD 3","McPherson County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011306","McPherson County RWD 3","McPherson County RWD 3","McPherson County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011307","McPherson County RWD 2","McPherson County RWD 2","McPherson County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011307","McPherson County RWD 2","McPherson County RWD 2","McPherson County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011308","Lindsborg City","Lindsborg City","Lindsborg City",2021-01-01,"2021","drinking water","https://www.lindsborgcity.org/water-service",2021,1
"KS2011308","Lindsborg City","Lindsborg City","Lindsborg City",2021-01-01,"2021","wastewater","https://www.lindsborgcity.org/wastewater-service",2021,2
"KS2011309","McPherson City","McPherson City","McPherson Board of Public Utilities",2021-01-01,"2021","drinking water","https://www.mcphersonpower.com/rates/",2021,1
"KS2011309","McPherson City","McPherson City","McPherson City",2018-12-31,"2018","wastewater","https://library.municode.com/ks/mcpherson/codes/code_of_ordinances?nodeId=COOR_CH86UT_ARTIIISESEDI_DIV5RACH_S86-216BARAES",2021,2
"KS2011309","McPherson City","McPherson City","McPherson City",2021-01-01,"2021","stormwater","https://www.mcpcity.com/575/Stormwater-Utility-Fee",2021,4
"KS2011313","Canton City","Canton City","Canton City",2021-01-01,"2021","drinking water","http://www.cantonks.org/city-utilities.htm",2021,1
"KS2011313","Canton City","Canton City","Canton City",2021-01-01,"2021","wastewater","http://www.cantonks.org/city-utilities.htm",2021,2
"KS2011503","Florence City","Florence City","Florence City",2021-01-01,"2021","drinking water","https://florenceks.com/text/city/city_water_sewer_trash.htm",2021,1
"KS2011503","Florence City","Florence City","Florence City",2021-01-01,"2021","wastewater","https://florenceks.com/text/city/city_water_sewer_trash.htm",2021,2
"KS2011504","Goessel City","Goessel City","Goessel City",2017-01-01,"2017","drinking water","https://www.goesselks.com/ordinances",2021,1
"KS2011504","Goessel City","Goessel City","Goessel City",2017-01-01,"2017","wastewater","https://www.goesselks.com/ordinances",2021,2
"KS2011505","Hillsboro City","Hillsboro City","Hillsboro City",2021-01-01,"2021","drinking water","https://cityofhillsboro.net/city-government/municipal-codes/",2021,1
"KS2011505","Hillsboro City","Hillsboro City","Hillsboro City",2021-01-01,"2021","wastewater","https://cityofhillsboro.net/city-government/municipal-codes/",2021,2
"KS2011507","Marion City","Marion City","Marion City",2021-01-01,"2021","drinking water","http://www.marionks.net/utilitybilling.php",2021,1
"KS2011507","Marion City","Marion City","Marion City",2021-01-01,"2021","wastewater","http://www.marionks.net/utilitybilling.php",2021,2
"KS2011508","Marion County RWD 2","Marion County RWD 2","Marion County RWD 2",2018-08-01,"2018","drinking water","https://www.marioncountywater.com/water-rates/",2021,1
"KS2011508","Marion County RWD 2","Marion County RWD 2","Marion County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011510","Marion County RWD 1","Marion County RWD 1","Marion County RWD 1",2018-08-01,"2018","drinking water","https://www.marioncountywater.com/water-rates/",2021,1
"KS2011510","Marion County RWD 1","Marion County RWD 1","Marion County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011511","Marion County RWD 4","Marion County RWD 4","Marion County RWD 4",2018-08-01,"2018","drinking water","https://www.marioncountywater.com/water-rates/",2021,1
"KS2011511","Marion County RWD 4","Marion County RWD 4","Marion County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011703","Waterville City","Waterville City","Waterville City",2017-01-09,"2017","drinking water","https://cityofwatervilleks.org/News-Information/Utility-Rates",2021,1
"KS2011703","Waterville City","Waterville City","Waterville City",2019-10-14,"2019","wastewater","https://cityofwatervilleks.org/News-Information/Utility-Rates",2021,2
"KS2011707","Marshall County RWD 1","Marshall County RWD 1","Marshall County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011707","Marshall County RWD 1","Marshall County RWD 1","Marshall County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011710","Blue Rapids City","Blue Rapids City","Blue Rapids City",2021-01-01,"2021","drinking water","http://www.bluerapids.org/information/utilities/",2021,1
"KS2011710","Blue Rapids City","Blue Rapids City","Blue Rapids City",2021-01-01,"2021","wastewater","http://www.bluerapids.org/information/utilities/",2021,2
"KS2011713","Marshall County RWD 3","Marshall County RWD 3","Marshall County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2011713","Marshall County RWD 3","Marshall County RWD 3","Marshall County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2011902","Meade City","Meade City","Meade City",2021-05-10,"2021","drinking water","https://www.cityofmeade.org/utilities",2021,1
"KS2011902","Meade City","Meade City","Meade City",2021-05-10,"2021","wastewater","https://www.cityofmeade.org/utilities",2021,2
"KS2012101","Miami County RWD 2","Miami County RWD 2","Miami County RWD 2",2021-01-01,"2021","drinking water","https://www.ruralwater2mico.com/rates-fees/",2021,1
"KS2012101","Miami County RWD 2","Miami County RWD 2","Miami County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012102","Miami County RWD 1","Miami County RWD 1","Miami County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012102","Miami County RWD 1","Miami County RWD 1","Miami County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012103","Paola City","Paola City","Paola City",2021-01-01,"2021","drinking water","https://cityofpaola.com/214/City-Provided-Utilities",2021,1
"KS2012103","Paola City","Paola City","Paola City",2021-01-01,"2021","wastewater","https://cityofpaola.com/214/City-Provided-Utilities",2021,2
"KS2012103","Paola City","Paola City","Paola City",2021-01-01,"2021","stormwater","https://cityofpaola.com/214/City-Provided-Utilities",2021,4
"KS2012104","Miami County RWD 3","Miami County RWD 3","Miami County RWD 3",2018-04-01,"2018","drinking water","https://rwd3miamico.com/rates-and-policies",2021,1
"KS2012104","Miami County RWD 3","Miami County RWD 3","Miami County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012106","Louisburg City","Louisburg City","Louisburg City",2020-01-01,"2020","drinking water","https://louisburgks.citycode.net/index.html#!articleWater",2021,1
"KS2012106","Louisburg City","Louisburg City","Louisburg City",2018-04-01,"2018","wastewater","https://louisburgkansas.gov/DocumentCenter/View/463/Sewer-Rate-2018-Update?bidId=",2021,2
"KS2012106","Louisburg City","Louisburg City","Louisburg City",2021-01-01,"2021","stormwater","https://louisburgks.citycode.net/index.html#!artiStorWateUtilMana",2021,4
"KS2012301","Beloit City","Beloit City","Beloit City",2015-07-21,"2015","drinking water","https://www.beloitks.org/DocumentCenter/View/144/Ordinance-2167-Water-and-Sewer-Rates-PDF?bidId=",2021,1
"KS2012301","Beloit City","Beloit City","Beloit City",2015-07-21,"2015","wastewater","https://www.beloitks.org/DocumentCenter/View/144/Ordinance-2167-Water-and-Sewer-Rates-PDF?bidId=",2021,2
"KS2012304","Mitchell County RWD 2","Mitchell County RWD 2","Mitchell County RWD 2",2018-06-01,"2018","drinking water","https://mitchell2.krwa.net/",2021,1
"KS2012304","Mitchell County RWD 2","Mitchell County RWD 2","Mitchell County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012305","Glen Elder City","Glen Elder City","Glen Elder City",2014-01-01,"2014","drinking water","https://www.glenelder.com/ge-city-codes.html",2021,1
"KS2012305","Glen Elder City","Glen Elder City","Glen Elder City",2014-01-01,"2014","wastewater","https://www.glenelder.com/ge-city-codes.html",2021,2
"KS2012309","Mitchell County RWD 3","Mitchell County RWD 3","Mitchell County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012309","Mitchell County RWD 3","Mitchell County RWD 3","Mitchell County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012501","Montgomery County RWD 4","Montgomery County RWD 4","Montgomery County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012501","Montgomery County RWD 4","Montgomery County RWD 4","Montgomery County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012504","Montgomery County RWD 2","Montgomery County RWD 2","Montgomery County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012504","Montgomery County RWD 2","Montgomery County RWD 2","Montgomery County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012505","Montgomery County RWD 1","Montgomery County RWD 1","Montgomery County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012505","Montgomery County RWD 1","Montgomery County RWD 1","Montgomery County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012506","Montgomery County RWD 6","Montgomery County RWD 6","Montgomery County RWD 6",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012506","Montgomery County RWD 6","Montgomery County RWD 6","Montgomery County RWD 6",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012507","Montgomery County RWD 8","Montgomery County RWD 8","Montgomery County RWD 8",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012507","Montgomery County RWD 8","Montgomery County RWD 8","Montgomery County RWD 8",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012508","Independence City","Independence City","Independence City",2021-01-01,"2021","drinking water","https://www.independenceks.gov/DocumentCenter/View/1038/4253---APPENDIX-D---AMENDING-WATER-SEWER-RATES?bidId=",2021,1
"KS2012508","Independence City","Independence City","Independence City",2021-01-01,"2021","wastewater","https://www.independenceks.gov/DocumentCenter/View/1038/4253---APPENDIX-D---AMENDING-WATER-SEWER-RATES?bidId=",2021,2
"KS2012509","Montgomery County RWD 1C","Montgomery County RWD 1C","Montgomery County RWD 1C",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012509","Montgomery County RWD 1C","Montgomery County RWD 1C","Montgomery County RWD 1C",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012512","Cherryvale City","Cherryvale City","Cherryvale City",2001-01-01,"2001","drinking water","http://cherryvaleks.citycode.net/index.html#!articleWaterRates",2021,1
"KS2012512","Cherryvale City","Cherryvale City","Cherryvale City",2001-01-01,"2001","wastewater","http://cherryvaleks.citycode.net/index.html#!articleSewerRates",2021,2
"KS2012512","Cherryvale City","Cherryvale City","Cherryvale City",2021-01-01,"2021","stormwater","http://cherryvaleks.citycode.net/index.html#!articleStormWater",2021,4
"KS2012513","Coffeyville City","Coffeyville City","Coffeyville City",2021-01-01,"2021","drinking water","https://www.coffeyville.com/176/Water-Rates",2021,1
"KS2012513","Coffeyville City","Coffeyville City","Coffeyville City",2021-01-01,"2021","wastewater","https://www.coffeyville.com/177/Rates",2021,2
"KS2012513","Coffeyville City","Coffeyville City","Coffeyville City",2014-09-13,"2014","stormwater","https://www.coffeyville.com/186/Stormwater-Utility-Fee",2021,4
"KS2012517","Caney City","Caney City","Caney City",2021-01-01,"2021","drinking water","https://www.caneyks.com/water-and-sewer-rates",2021,1
"KS2012517","Caney City","Caney City","Caney City",2021-01-01,"2021","wastewater","https://www.caneyks.com/water-and-sewer-rates",2021,2
"KS2012519","Montgomery County RWD 9","Montgomery County RWD 9","Montgomery County RWD 9",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012519","Montgomery County RWD 9","Montgomery County RWD 9","Montgomery County RWD 9",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012521","Montgomery County RWD 12","Montgomery County RWD 12","Montgomery County RWD 12",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012521","Montgomery County RWD 12","Montgomery County RWD 12","Montgomery County RWD 12",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012525","Montgomery County RWD 14","Montgomery County RWD 14","Montgomery County RWD 14",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012525","Montgomery County RWD 14","Montgomery County RWD 14","Montgomery County RWD 14",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012702","Council Grove City","Council Grove City","Council Grove City",2019-01-01,"2019","drinking water","http://councilgroveks.citycode.net/index.html#!articleWater",2021,1
"KS2012702","Council Grove City","Council Grove City","Council Grove City",2019-01-01,"2019","wastewater","http://councilgroveks.citycode.net/index.html#!articleSewers",2021,2
"KS2012703","White City","White City","White City",2021-01-01,"2021","drinking water","https://whitecityks.net/Information/Utilities",2021,1
"KS2012703","White City","White City","White City",2021-01-01,"2021","wastewater","https://whitecityks.net/Information/Utilities",2021,2
"KS2012704","Morris County RWD 1","Morris County RWD 1","Morris County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2012704","Morris County RWD 1","Morris County RWD 1","Morris County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2012901","Elkhart City","Elkhart City","Elkhart City",2021-01-01,"2021","drinking water","https://www.ci.elkhart.ks.us/154/Water",2021,1
"KS2012901","Elkhart City","Elkhart City","Elkhart City",2021-01-01,"2021","wastewater","https://www.ci.elkhart.ks.us/154/Water",2021,2
"KS2013102","Seneca City","Seneca City","Seneca City",2021-01-01,"2021","drinking water","https://senecakansas.com/services-and-utilities/",2021,1
"KS2013102","Seneca City","Seneca City","Seneca City",2021-01-01,"2021","wastewater","https://senecakansas.com/services-and-utilities/",2021,2
"KS2013105","Nemaha County RWD 1","Nemaha County RWD 1","Nemaha County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013105","Nemaha County RWD 1","Nemaha County RWD 1","Nemaha County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013106","Centralia City","Centralia City","Centralia City",2021-01-01,"2021","drinking water","https://cityofcentraliaks.org/Utilities",2021,1
"KS2013106","Centralia City","Centralia City","Centralia City",2021-01-01,"2021","wastewater","https://cityofcentraliaks.org/Utilities",2021,2
"KS2013110","Nemaha County RWD 3","Nemaha County RWD 3","Nemaha County RWD 3",2015-01-01,"2015","drinking water","http://nemaharuralwater3.com/Portals/nemaha3/Users/documents/Rates/Current%20Rates.pdf?ver=2018-06-12-150231-133",2021,1
"KS2013110","Nemaha County RWD 3","Nemaha County RWD 3","Nemaha County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013112","Nemaha County RWD 4","Nemaha County RWD 4","Nemaha County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013112","Nemaha County RWD 4","Nemaha County RWD 4","Nemaha County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013301","Neosho County RWD 9","Neosho County RWD 9","Neosho County RWD 9",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013301","Neosho County RWD 9","Neosho County RWD 9","Neosho County RWD 9",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013303","Neosho County RWD 7","Neosho County RWD 7","Neosho County RWD 7",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013303","Neosho County RWD 7","Neosho County RWD 7","Neosho County RWD 7",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013305","Neosho County RWD 6","Neosho County RWD 6","Neosho County RWD 6",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013305","Neosho County RWD 6","Neosho County RWD 6","Neosho County RWD 6",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013307","Chanute City","Chanute City","Chanute City",2020-08-10,"2020","drinking water","https://library.municode.com/ks/chanute/codes/code_of_ordinances?nodeId=TIT14UT_CH14.16RA_IWA",2021,1
"KS2013307","Chanute City","Chanute City","Chanute City",2020-08-10,"2020","wastewater","https://library.municode.com/ks/chanute/codes/code_of_ordinances?nodeId=TIT14UT_CH14.20SESE_14.20.040RAES",2021,2
"KS2013309","Neosho County RWD 8","Neosho County RWD 8","Neosho County RWD 8",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013309","Neosho County RWD 8","Neosho County RWD 8","Neosho County RWD 8",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013314","Neosho County RWD 2","Neosho County RWD 2","Neosho County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013314","Neosho County RWD 2","Neosho County RWD 2","Neosho County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013315","Neosho County RWD 3","Neosho County RWD 3","Neosho County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013315","Neosho County RWD 3","Neosho County RWD 3","Neosho County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013317","Neosho County RWD 4","Neosho County RWD 4","Neosho County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013317","Neosho County RWD 4","Neosho County RWD 4","Neosho County RWD 4",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013320","Neosho County RWD 1C","Neosho County RWD 1C","Neosho County RWD 1C",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013320","Neosho County RWD 1C","Neosho County RWD 1C","Neosho County RWD 1C",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013321","Neosho County RWD 12","Neosho County RWD 12","Neosho County RWD 12",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013321","Neosho County RWD 12","Neosho County RWD 12","Neosho County RWD 12",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013702","Norton City","Norton City","Norton City",2021-01-01,"2021","drinking water","https://cityofnorton.com/2157/Water-Sewer-Plant",2021,1
"KS2013702","Norton City","Norton City","Norton City",2021-01-01,"2021","wastewater","https://cityofnorton.com/2157/Water-Sewer-Plant",2021,2
"KS2013703","Norton County RWD 1","Norton County RWD 1","Norton County RWD 1",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013703","Norton County RWD 1","Norton County RWD 1","Norton County RWD 1",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013901","Lyndon City","Lyndon City","Lyndon City",2021-01-01,"2021","drinking water","https://www.lyndonks.gov/index.asp?Type=B_BASIC&SEC={9AF4BFA9-C4C4-435E-88E7-08D12E15498E}",2021,1
"KS2013901","Lyndon City","Lyndon City","Lyndon City",2021-01-01,"2021","wastewater","https://www.lyndonks.gov/index.asp?Type=B_BASIC&SEC={9AF4BFA9-C4C4-435E-88E7-08D12E15498E}",2021,2
"KS2013902","Osage County RWD 6","Osage County RWD 6","Osage County RWD 6",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013902","Osage County RWD 6","Osage County RWD 6","Osage County RWD 6",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013903","Overbrook City","Overbrook City","Overbrook City",2020-01-01,"2020","drinking water","https://overbrookks.com/water-rates-and-policies",2021,1
"KS2013903","Overbrook City","Overbrook City","Overbrook City",2020-01-01,"2020","wastewater","https://overbrookks.com/water-rates-and-policies",2021,2
"KS2013903","Overbrook City","Overbrook City","Overbrook City",2020-01-01,"2020","stormwater","https://overbrookks.com/water-rates-and-policies",2021,4
"KS2013905","Melvern City","Melvern City","Melvern City",2021-01-01,"2021","drinking water","https://melvernks.com/departments/",2021,1
"KS2013905","Melvern City","Melvern City","Melvern City",2021-01-01,"2021","wastewater","https://melvernks.com/departments/",2021,2
"KS2013906","Osage County RWD 7","Osage County RWD 7","Osage County RWD 7",2021-01-01,"2021","drinking water","https://rwd7osage.com/rates-and-policies",2021,1
"KS2013906","Osage County RWD 7","Osage County RWD 7","Osage County RWD 7",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013910","Osage County RWD 3","Osage County RWD 3","Osage County RWD 3",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013910","Osage County RWD 3","Osage County RWD 3","Osage County RWD 3",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013911","Scranton City","Scranton City","Scranton City",2021-01-01,"2021","drinking water","http://scrantonks.com/city-departments/clerks-corner/utilities/",2021,1
"KS2013911","Scranton City","Scranton City","Scranton City",2021-01-01,"2021","wastewater","http://scrantonks.com/city-departments/clerks-corner/utilities/",2021,2
"KS2013912","Osage County RWD 2","Osage County RWD 2","Osage County RWD 2",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
"KS2013912","Osage County RWD 2","Osage County RWD 2","Osage County RWD 2",2021-01-01,"2021","septic/on-site","not found",2021,3
"KS2013914","Carbondale City","Carbondale City","Carbondale City",2014-01-01,"2014","drinking water","https://carbondaleks.com/code-ordinances/",2021,1
"KS2013914","Carbondale City","Carbondale City","Carbondale City",2014-01-01,"2014","wastewater","https://carbondaleks.com/code-ordinances/",2021,2
"KS2013917","Osage County RWD 4","Osage County RWD 4","Osage County RWD 4",2021-01-01,"2021","drinking water","https://krwa.net/ONLINE-RESOURCES/RWD-Rates",2021,1
