"PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"CA5400880","THE LAKES ASSOCIATION","Y","CA","9","","","A","","CWS","","GW","P","495","State","GW","Y","N","N","161","Y","ELWESS, KHRISTI","FRESNO","93710","US","CA","","","","","Not Reported","Tulare","ca"
"CA3701408","YUIMA MUNICIPAL WATER DISTRICT","Y","CA","9","","","A","","CWS","","SW","L","260","State","SWP","Y","N","N","107","Y","REEH, AMY","PAUMA VALLEY","92061","US","CA","","","","","Not Reported","San Diego","ca"
"CA3700938","YUIMA MUNICIPAL WATER DISTRICT IDA","Y","CA","9","","","A","","CWS","","SW","P","400","State","SWP","Y","N","N","227","Y","REEH, AMY","PAUMA VALLEY","92061","US","CA","","","","","Not Reported","San Diego","ca"
"CA2510001","CITY OF ALTURAS","Y","CA","9","","","A","","CWS","","GW","L","2537","State","GW","Y","N","N","1470","Y","BINNING, MACEY","ALTURAS","96101","US","CA","","","","","ALTURAS","Modoc","ca"
"CA1200706","TRINIDAD EXTENDED STAY RV","Y","CA","9","","","A","","CWS","","SW","P","130","State","SW","Y","N","N","72","Y","MARTIN, DANNY","SACRAMENTO","95834","US","CA","","","","","Not Reported","Humboldt","ca"
"CA1710800","CDF-KONOCTI CONSERVATION CAMP NO. 27","Y","CA","9","","","A","","CWS","","GW","S","100","State","GW","Y","N","N","7","Y","WATERS, CHRIS","LOWER LAKE","95457","US","CA","","","","","Not Reported","Lake","ca"
"CA3600094","DOGWOOD BLUE JAY CYN IMP","Y","CA","9","","","A","","CWS","","GW","P","160","State","GW","Y","N","N","84","Y","DUNKEL, CATHIE","CAMARILLO","90310","US","CA","","","","","Not Reported","San Bernardino","ca"
"CA4901381","LICHAU HYLANDS MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","L","37","State","GW","Y","N","N","16","Y","DULY, TOM","PENNGROVE","94951","US","CA","","","","","Not Reported","Sonoma","ca"
"CA2000529","BONADELLE RANCHOS MUTUAL WATER","Y","CA","9","","","A","","CWS","","GW","P","50","State","GW","Y","N","N","23","Y","HOLLAND, KEN","MADERA","93636","US","CA","","","","","Not Reported","Madera","ca"
"CA5400651","BEVERLY GRAND MUTUAL WATER","Y","CA","9","","","A","","CWS","","GW","P","92","State","GW","Y","N","N","28","Y","HOROWITZ, DAVID","PORTERVILLE","93257","US","CA","","","","","Not Reported","Tulare","ca"
"CA2000593","OAKHURST MOBILE HOME ESTATES","Y","CA","9","","","A","","CWS","","GW","P","114","State","GW","Y","N","N","114","Y","WAICZIS, CHRISTINE","OAKHURST","93644","US","CA","","","","","Not Reported","Madera","ca"
"CA4300638","SAN MARTIN FOOTHILLS WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","145","State","GW","Y","N","N","44","Y","MEDLAND, DAVE","SAN MARTIN","95046","US","CA","","","","","Not Reported","Santa Clara","ca"
"CA2000608","WILDWOOD MOBILE HOME PK INC","Y","CA","9","","","A","","CWS","","GW","P","100","State","GW","Y","N","N","68","Y","WARKENTIN, KEN","FRESNO","93710","US","CA","","","","","Not Reported","Madera","ca"
"CA2000530","CRASS MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","80","State","GW","Y","N","N","26","Y","_HUGHES, BRIAN","OAKHURST","93644","US","CA","","","","","Not Reported","Madera","ca"
"CA3600200","RANCHERITOS MWC","Y","CA","9","","","A","","CWS","","GW","P","655","State","GW","Y","N","N","131","Y","MURENA, PASQUALE","APPLE VALLEY","92308","US","CA","","","","","Not Reported","San Bernardino","ca"
"CA1910225","LAS VIRGENES MWD","Y","CA","9","","","A","","CWS","","SW","L","75384","State","SW","Y","N","N","20402","Y","ZHAO, JOHN","CALABASAS","91302","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA0610001","ARBUCKLE PUBLIC UTILITY DISTRICT","Y","CA","9","","","A","","CWS","","GW","L","2778","State","GW","Y","N","N","1002","Y","GOMEZ, FABIAN","ARBUCKLE","95912","US","CA","","","","","Not Reported","Colusa","ca"
"CA3610053","WESTERN HEIGHTS WATER COMPANY","Y","CA","9","","","A","","CWS","","SW","P","7405","State","SWP","Y","N","N","2244","Y","IVERSON, MARK E.","YUCAIPA","92399","US","CA","","","","","Not Reported","San Bernardino","ca"
"CA2000501","BASS LAKE ANNEX 3","Y","CA","9","","","A","","CWS","","GW","P","42","State","GW","Y","N","N","28","Y","COOPER, ROBERT","WISHON","93669","US","CA","","","","","Not Reported","Madera","ca"
"CA3900664","NEW HOPE LANDING GENERAL STORE","Y","CA","9","","","A","","CWS","","GW","P","125","State","GW","Y","N","N","44","Y","RV PARK & MARINA LLC, NEW HOPE LANDING","SACRAMENTO","95835","US","CA","","","","","Not Reported","San Joaquin","ca"
"CA1502315","CAMP OWEN WATER SYSTEM","Y","CA","9","","","A","","CWS","","GW","L","225","State","GW","Y","N","N","23","Y","MOORE, ELAINE","KERNVILLE","93238","US","CA","","","","","Not Reported","Kern","ca"
"CA3400122","EL DORADO WEST MHP","Y","CA","9","","","A","","CWS","","GW","P","172","State","GW","Y","N","N","128","Y","GOODMAN, SHELLY","LAGUNA HILLS","92654","US","CA","","","","","Not Reported","Sacramento","ca"
"CA3710009","DESCANSO COMMUNITY SERVICES DISTRICT","Y","CA","9","","","A","","CWS","","GW","L","870","State","GW","Y","N","N","317","Y","DEMOSS, DAN","SACRAMENTO","95834","US","CA","","","","","Not Reported","San Diego","ca"
"CA2300668","POINT CABRILLO HIGHLANDS","Y","CA","9","","","A","","CWS","","GW","P","42","State","GW","Y","N","N","21","Y","POLONY, GEZA","OAKLAND","94620","US","CA","","","Y","26-MAY-11","Not Reported","Mendocino","ca"
"CA4300546","SIERRA ROAD IMPROVEMENT ASSOCIATION INC","Y","CA","9","","","A","","CWS","","SW","P","210","State","SWP","Y","N","N","47","Y","SIEMON, FRED","SAN JOSE","95152","US","CA","","","","","Not Reported","Santa Clara","ca"
"CA1502545","SCHWEIKART WATER SYSTEM","Y","CA","9","","","A","","CWS","","GW","P","37","State","GW","Y","N","N","8","Y","BARRERA, SHELLY","BAKERSFIELD","93314","US","CA","","","","","Not Reported","Kern","ca"
"CA1502750","RIVERVIEW HOMEOWNERS ASSOCIATION","Y","CA","9","","","A","","CWS","","GW","P","40","State","GW","Y","N","N","20","Y","REILLY, PAUL","BAKERSFIELD","93380","US","CA","","","","","Not Reported","Kern","ca"
"CA3310002","BEAUMONT CHERRY VALLEY WD","Y","CA","9","","","A","","CWS","","GW","L","43111","State","GW","Y","N","N","18490","Y","JAGGERS, DAN","BEAUMONT","92223","US","CA","","","","","Not Reported","Riverside","ca"
"CA4900893","WEST WATER COMPANY (PUC)","Y","CA","9","","","A","","CWS","","GW","P","40","State","GW","Y","N","N","13","Y","MORELLI, GLENN","SANTA ROSA","95403","US","CA","","","","","Not Reported","Sonoma","ca"
"CA4910010","SONOMA COUNTY CSA 41-FITCH MOUNTAIN","Y","CA","9","","","A","","CWS","","GW","L","1108","State","GWP","Y","N","N","337","Y","MORELLI, GLENN","SANTA ROSA","95403","US","CA","","","","","Not Reported","Sonoma","ca"
"CA5410022","CAMP NELSON WATER COMPANY","Y","CA","9","","","A","","CWS","","SW","P","107","State","SW","Y","N","N","300","Y","KAUTZ, JIM","SPRINGVILLE","93265","US","CA","","","","","Not Reported","Tulare","ca"
"CA5000090","RIVERVIEW MOBILE HOME ESTATES","Y","CA","9","","","A","","CWS","","GW","P","250","State","GW","Y","N","N","175","Y","EBERT, BILL","SAN JOSE","95111","US","CA","","","","","Not Reported","Stanislaus","ca"
"CA3900921","CARDOZA VILLA CORP","Y","CA","9","","","A","","CWS","","GW","P","30","State","GW","Y","N","N","16","Y","CORP, CARDOZA VILLA","MANTECA","95337","US","CA","","","","","Not Reported","San Joaquin","ca"
"CA1910148","SIERRA MADRE-CITY, WATER DEPT.","Y","CA","9","","","A","","CWS","","GW","L","10917","State","GW","Y","N","N","3803","Y","REYNOSO, JOSE","SIERRA MADRE","91024","US","CA","","","","","SIERRA MADRE","Los Angeles","ca"
"CA2000828","SHADY OAKS MOBILE HOME PARK LLC","Y","CA","9","","","A","","CWS","","GW","P","40","State","GW","Y","N","N","21","Y","COOLEY, GREG","FRESNO","93722","US","CA","","","","","Not Reported","Madera","ca"
"CA4700546","CAL ORE MOBILE ESTATES","Y","CA","9","","","A","","CWS","","GW","P","146","State","GW","Y","N","N","52","Y","PACELLI, THOMAS","YORBA LINDA","92887","US","CA","","","","","Not Reported","Siskiyou","ca"
"CA1210019","HYDESVILLE CO. W.D.","Y","CA","9","","","A","","CWS","","GW","L","1409","State","GW","Y","N","N","428","Y","YAPLE, CAMERON","HYDESVILLE","95547","US","CA","","","","","Not Reported","Humboldt","ca"
"CA2610001","MAMMOTH CWD","Y","CA","9","","","A","","CWS","","SW","L","8234","State","SW","Y","N","N","3556","Y","BUSBY, MARK","MAMMOTH LAKES","93546","US","CA","","","","","Not Reported","Mono","ca"
"CA3310044","RUBIDOUX COMMUNITY SD","Y","CA","9","","","A","","CWS","","GW","L","32400","State","GW","Y","N","N","6675","Y","APPEL, STEVEN","RUBIDOUX","92519-3098","US","CA","","","","","Not Reported","Riverside","ca"
"CA4900559","FIRCREST MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","102","State","GW","Y","N","N","47","Y","MATHESON, DUNCAN","SEBASTOPOL","95472","US","CA","","","","","Not Reported","Sonoma","ca"
"CA3400121","EL DORADO MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","GW","P","256","State","GW","Y","N","N","128","Y","GOODMAN, SHELLY","LAGUNA HILLS","92654","US","CA","","","","","Not Reported","Sacramento","ca"
"CA1910063","LINCOLN AVENUE WATER CO.","Y","CA","9","","","A","","CWS","","SW","P","16126","State","SW","Y","N","N","4474","Y","BETANCOURT, JENNIFER","ALTADENA","91001","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA1910028","CRESCENTA VALLEY CWD","Y","CA","9","","","A","","CWS","","SW","L","33037","State","SWP","Y","N","N","8001","Y","OCHOA, NEM","LA CRESCENTA","91214","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA1010055","FCSA #47/QUAIL LAKE ESTATES","Y","CA","9","","","A","","CWS","","GW","L","1982","State","GW","Y","N","N","709","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1010017","FCWWD #41/SHAVER LAKE","Y","CA","9","","","A","","CWS","","GW","L","3079","State","GW","Y","N","N","933","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000570","JUVENILE JUSTICE CAMPUS","Y","CA","9","","","A","","CWS","","GW","L","400","State","GW","Y","N","N","15","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000555","FCSA #44C/RIVERVIEW ESTATES","Y","CA","9","","","A","","CWS","","GW","L","34","State","GW","Y","N","N","12","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000554","FCSA #10A/MANSIONETTE ESTATES","Y","CA","9","","","A","","CWS","","GW","L","81","State","GW","Y","N","N","29","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000551","FCSA #43/RAISIN CITY","Y","CA","9","","","A","","CWS","","GW","L","190","State","GW","Y","N","N","68","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000550","FCSA #44D/MONTE VERDI","Y","CA","9","","","A","","CWS","","GW","L","344","State","GW","Y","N","N","124","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000546","FCSA #49/ FIVE POINTS","Y","CA","9","","","A","","CWS","","SW","L","134","State","SW","Y","N","N","46","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000484","FCSA #34/ MILLERTON NEW TOWN","Y","CA","9","","","A","","CWS","","SW","L","868","State","SW","Y","N","N","315","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA2000785","VALLEY TEEN RANCH","Y","CA","9","","","A","","CWS","","GW","P","50","State","GW","Y","N","N","4","Y","EVANS, ANDREA","FRESNO","93711","US","CA","","","","","Not Reported","Madera","ca"
"CA4000214","BARON CANYON MUTUAL WATER CO.","Y","CA","9","","","A","","CWS","","GW","P","25","State","GW","Y","N","N","23","Y","BOCOCK, CHRISTINA","SAN LUIS OBISPO","93405","US","CA","","","","","Not Reported","San Luis Obispo","ca"
"CA3110012","AGATE BAY WATER COMPANY","Y","CA","9","","","A","","CWS","","SW","P","2500","State","SW","Y","N","N","582","Y","GRAY, SEAN","CARNELIAN BAY","96140","US","CA","","","","","Not Reported","Placer","ca"
"CA5000080","COUNTRY WESTERN MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","GW","P","90","State","GW","Y","N","N","60","Y","TRESCOTT, DAN","SACRAMENTO","95835","US","CA","","","","","Not Reported","Stanislaus","ca"
"CA3710020","SAN DIEGO, CITY OF","Y","CA","9","","","A","","CWS","","SW","L","1405422","State","SW","Y","N","N","280840","Y","LORANCE, SHAUNA","SAN DIEGO","92123","US","CA","","","","","SAN DIEGO","San Diego","ca"
"CA1500561","ROUND MOUNTAIN WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","50","State","GW","Y","N","N","17","Y","ETCHECHURY, JUDY","BAKERSFIELD","93308","US","CA","","","","","Not Reported","Kern","ca"
"CA5200508","RIO VISTA MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","GW","P","543","State","GW","Y","N","N","195","Y","WITTS, BARBARA","SACRAMENTO","95835","US","CA","","","","","Not Reported","Tehama","ca"
"CA5200558","RIVER VIEW MHC LLC","Y","CA","9","","","A","","CWS","","GW","P","100","State","GW","Y","N","N","55","Y","WITTS, BARBARA","SACRAMENTO","95835","US","CA","","","","","Not Reported","Tehama","ca"
"CA4000808","MONTE SERENO MUTUAL BENEFIT WATER","Y","CA","9","","","A","","CWS","","GW","P","60","State","GW","Y","N","N","31","Y","ROINESTAD, KATHY","SAN LUIS OBISPO","93405","US","CA","","","","","Not Reported","San Luis Obispo","ca"
"CA1000299","THREE PALMS MOBILEHOME PARK","Y","CA","9","","","A","","CWS","","GW","P","300","State","GW","Y","N","N","105","Y","TRAVASSOS, RICHARD","SACRAMENTO","95834","US","CA","","","","","Not Reported","Fresno","ca"
"CA4010017","GOLDEN STATE WATER COMPANY - LOS OSOS","Y","CA","9","","","A","","CWS","","GW","P","5525","State","GW","Y","N","N","2678","Y","CLARK, ELIZABETH","LOS OSOS","93402","US","CA","","","","","Not Reported","San Luis Obispo","ca"
"CA1910092","MONTEREY PARK-CITY, WATER DEPT.","Y","CA","9","","","A","","CWS","","GW","L","62183","State","GW","Y","N","N","13625","Y","GONZALES, RICHARD","MONTEREY PARK","91754","US","CA","","","","","MONTEREY PARK","Los Angeles","ca"
"CA1910012","BELLFLOWER HOME GARDEN WATER COMPANY","Y","CA","9","","","A","","CWS","","SW","P","1129","State","SWP","Y","N","N","342","Y","KOTAS, DONALD","BELLFLOWER","90706","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA5510004","PINECREST PERMITTEES ASSN","Y","CA","9","","","A","","CWS","","SW","P","1253","State","SW","Y","N","N","390","Y","BARCLAY, BRIAN","PINECREST","95364","US","CA","","","","","Not Reported","Tuolumne","ca"
"CA4710013","LAKE SHASTINA C.S.D","Y","CA","9","","","A","","CWS","","GW","P","2400","State","GW","Y","N","N","1272","Y","MOSER, ROBERT","WEED","96094","US","CA","","","","","Not Reported","Siskiyou","ca"
"CA5303002","INDIAN CREEK TRAILER PARK","Y","CA","9","","","A","","CWS","","SW","P","36","State","SW","Y","N","N","35","Y","SUTLIFF, THOMAS","SANTA ROSA","95407","US","CA","","","","","Not Reported","Trinity","ca"
"CA4000750","RIM ROCK WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","55","State","GW","Y","N","N","24","Y","ELDER, ERIC","GROVER BEACH","93483","US","CA","","","","","Not Reported","San Luis Obispo","ca"
"CA1800524","LASSEN MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","GW","P","62","State","GW","Y","N","N","30","Y","BRONKEY, DRITA","SAN CLEMENTE","92673","US","CA","","","","","Not Reported","Lassen","ca"
"CA4900553","PARK ROYAL MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","75","State","GW","Y","N","N","27","Y","FENDER, ERIN","SANTA ROSA","95401","US","CA","","","","","Not Reported","Sonoma","ca"
"CA1510052","NORTH EDWARDS WD","Y","CA","9","","","A","","CWS","","GW","L","600","State","GW","Y","N","N","217","Y","ALLEN, JAMES F","NORTH EDWARDS","93523","US","CA","","","","","Not Reported","Kern","ca"
"CA1500566","SPRING MOUNTAIN MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","26","State","GW","Y","N","N","13","Y","BRLEY, DANA","WOODY","93287","US","CA","","","","","Not Reported","Kern","ca"
"CA5510008","LAKE DON PEDRO CSD","Y","CA","9","","","A","","CWS","","SW","P","3240","State","SW","Y","N","N","1464","Y","MCGOWEN, PATRICK","LA GRANGE","95329","US","CA","","","","","Not Reported","Tuolumne","ca"
"CA1900868","RIVERS END TRAILER PARK","Y","CA","9","","","A","","CWS","","GW","P","35","State","GW","Y","N","N","45","Y","RASMUSSEN, ERIC","SIMI VALLEY","93065","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA5110002","CITY OF YUBA CITY","Y","CA","9","","","A","","CWS","","SW","L","73202","State","SW","Y","N","N","18611","Y","PIORO, TERRANCE","YUBA CITY","95993","US","CA","","","","","YUBA CITY","Sutter","ca"
"CA2800548","SILVERADO PINES MOBILE HOME","Y","CA","9","","","A","","CWS","","GW","P","255","State","GW","Y","N","N","1","Y","DE BRUIN, ADAM","NAPA","94558","US","CA","","","","","Not Reported","Napa","ca"
"CA3500006","CSA NO. 31 STONEGATE WS","Y","CA","9","","","A","","CWS","","SW","L","252","State","SW","Y","N","N","77","Y","STRATTON, JESSICA","HOLLISTER","95023","US","CA","","","","","Not Reported","San Benito","ca"
"CA3500910","DUNNEVILLE ESTATES CSA #50","Y","CA","9","","","A","","CWS","","GW","L","120","State","GW","Y","N","N","30","Y","STRATTON, JESSICA","HOLLISTER","95023","US","CA","","","","","Not Reported","San Benito","ca"
"CA4700542","ABRAMS LAKE MOBILE ESTATES","Y","CA","9","","","A","","CWS","","GW","P","135","State","GW","Y","N","N","86","Y","PACELLI, THOMAS","YORBA LINDA","92887","US","CA","","","","","Not Reported","Siskiyou","ca"
"CA1000471","FCSA #39 A&B","Y","CA","9","","","A","","CWS","","GW","L","395","State","GWP","Y","N","N","141","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000359","FCSA #32/CANTUA CREEK","Y","CA","9","","","A","","CWS","","SW","L","255","State","SW","Y","N","N","79","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000078","FCWWD #42/ALLUVIAL & FANCHER","Y","CA","9","","","A","","CWS","","GW","L","343","State","GW","Y","N","N","291","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000042","FCWWD #40/SHAVER SPRINGS","Y","CA","9","","","A","","CWS","","GW","L","193","State","GW","Y","N","N","69","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000041","FCWWD #38/SKY HARBOUR","Y","CA","9","","","A","","CWS","","GW","L","165","State","GW","Y","N","N","60","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000040","FCWWD #37/MILE HIGH","Y","CA","9","","","A","","CWS","","GW","L","128","State","GW","Y","N","N","46","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000039","FCSA #10/CUMORAH KNOLLS","Y","CA","9","","","A","","CWS","","GW","L","132","State","GW","Y","N","N","47","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000023","FCSA #14/BELMONT MANOR","Y","CA","9","","","A","","CWS","","GW","L","115","State","GW","Y","N","N","41","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000021","FCSA #05/WILDWOOD ISLAND","Y","CA","9","","","A","","CWS","","GW","L","417","State","GW","Y","N","N","149","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1000019","FCSA #30/EL PORVENIR","Y","CA","9","","","A","","CWS","","SW","L","185","State","SW","Y","N","N","56","Y","BUMP, CHRIS","FRESNO","93721","US","CA","","","","","Not Reported","Fresno","ca"
"CA1910023","AVERYDALE MWC","Y","CA","9","","","A","","CWS","","GW","P","964","State","GW","Y","N","N","292","Y","SANDOVAL, ALMA","LANCASTER","93584","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA4810004","CITY OF RIO VISTA","Y","CA","9","","","A","","CWS","","GW","L","9416","State","GW","Y","N","N","5145","Y","MALCOLM, GREG","RIO VISTA","94571","US","CA","","","","","RIO VISTA","Solano","ca"
"CA1010025","CITY OF PARLIER","Y","CA","9","","","A","","CWS","","GW","L","15250","State","GW","Y","N","N","2580","Y","HALL, SONIA","PARLIER","93648","US","CA","","","","","PARLIER","Fresno","ca"
"CA1910022","CALIF STATE POLYTECHNICAL UNIV - POMONA","Y","CA","9","","","A","","CWS","","SW","S","30746","State","SW","Y","N","Y","731","Y","MANNING, DANIELLE","POMONA","91768","US","CA","","","","","Not Reported","Los Angeles","ca"
"CA1310013","SEELEY CWD","Y","CA","9","","","A","","CWS","","SW","L","2124","State","SW","Y","N","N","449","Y","HILL, LESLIE","SEELEY","92273","US","CA","","","","","Not Reported","Imperial","ca"
"CA3901215","SAN JUAN VISTA","Y","CA","9","","","A","","CWS","","GW","P","100","State","GW","Y","N","N","73","Y","A CA LMTD PRTS, SAN JUAN VISTA","ALAMO","94507","US","CA","","","","","Not Reported","San Joaquin","ca"
"CA4900552","MICHELE MUTUAL WATER COMPANY","Y","CA","9","","","A","","CWS","","GW","P","170","State","GW","Y","N","N","62","Y","EDWARDS, SAMUAL","SANTA ROSA","95404","US","CA","","","","","Not Reported","Sonoma","ca"
"CA3010017","LAGUNA BEACH COUNTY WD","Y","CA","9","","","A","","CWS","","SW","L","23309","State","SWP","Y","N","N","8662","Y","REGAN, CHRISTOPHER J.","LAGUNA BEACH","92652","US","CA","","","","","Not Reported","Orange","ca"
"CA3310801","BAUTISTA CC NO. 36","Y","CA","9","","","A","","CWS","","GW","S","144","State","GW","Y","N","N","1","Y","CORTEZ, JOHN","HEMET","92544","US","CA","","","","","Not Reported","Riverside","ca"
"CA1410009","INYO COUNTY PWD - LONE PINE","Y","CA","9","","","A","","CWS","","GW","L","2035","State","GWP","Y","N","N","503","Y","CASH, CHRIS","INDEPENDENCE","93526","US","CA","","","","","Not Reported","Inyo","ca"
"CA1009232","SUMNER PECK RANCH","Y","CA","9","","","A","","CWS","","SW","P","85","State","SW","Y","N","N","19","Y","BAKER, DAVID","EL NIDO","95317","US","CA","","","","","Not Reported","Fresno","ca"
"CA2800516","TUCKER ACRES MUTUAL WATER CO.","Y","CA","9","","","A","","CWS","","GW","P","200","State","GW","Y","N","N","23","Y","BRODY, STAN","CALISTOGA","94515","US","CA","","","","","Not Reported","Napa","ca"
"CA2800525","LA TIERRA HEIGHTS MUTUAL","Y","CA","9","","","A","","CWS","","GW","P","67","State","GW","Y","N","N","19","Y","COX, KEN","ANGWIN","94508","US","CA","","","","","Not Reported","Napa","ca"
"CA2800528","LINDA VISTA MUTUAL WATER CO","Y","CA","9","","","A","","CWS","","GW","P","50","State","GW","Y","N","N","15","Y","BASKERVILLE, GRAHAM","ANGWIN","94508","US","CA","","","","","Not Reported","Napa","ca"
"CA3010082","SERRANO WATER DISTRICT","Y","CA","9","","","A","","CWS","","SW","L","5895","State","SW","Y","N","N","2254","Y","VILANDER, JERRY","VILLA PARK","92861","US","CA","","","","","Not Reported","Orange","ca"
"CA4310005","CITY OF MILPITAS","Y","CA","9","","","A","","CWS","","SW","L","74865","State","SWP","Y","N","N","16094","Y","NDAH, TONY","MILPITAS","95035","US","CA","","","","","MILPITAS","Santa Clara","ca"
"CA4700880","SISKIYOU LAKE HIGHLANDS MWC","Y","CA","9","","","A","","CWS","","GW","P","100","State","GW","Y","N","N","78","Y","FRYER, JOHN","MT. SHASTA","96067","US","CA","","","","","Not Reported","Siskiyou","ca"
"CA1300018","GATEWAY","Y","CA","9","","","A","","CWS","","SW","L","1800","State","SW","Y","N","N","22","Y","DELGADO, ED","EL CENTRO","92243","US","CA","","","","","Not Reported","Imperial","ca"
"CA4300563","MT. PLEASANT WATER USERS ASSOCIATION","Y","CA","9","","","A","","CWS","","SW","P","300","State","SWP","Y","N","N","90","Y","VIERRA, VICTOR","SAN JOSE","95173","US","CA","","","","","Not Reported","Santa Clara","ca"
"CA2400084","EVERGREEN MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","GW","P","36","State","GW","Y","N","N","11","Y","CAUZOR, ABEL","SAN JOSE","95136","US","CA","","","","","Not Reported","Merced","ca"
"CA4410011","WATSONVILLE, CITY OF","Y","CA","9","","","A","","CWS","","SW","L","65966","State","SW","Y","N","N","14423","Y","KAYSER, BEAU","WATSONVILLE","95076","US","CA","","","","","WATSONVILLE","Santa Cruz","ca"
"CA3701988","ALPINE OAKS ESTATES LLC","Y","CA","9","","","A","","CWS","","GW","P","125","State","GW","Y","N","N","68","Y","_CHAUVEL, ARNO","DANA POINT","92629","US","CA","","","","","Not Reported","San Diego","ca"
"CA4500254","ANDERSON PARK VILLAGE","Y","CA","9","","","A","","CWS","","GW","P","110","State","GW","Y","N","N","41","Y","JORDAN, STEVEN","COTTONWOOD","96001","US","CA","","","","","Not Reported","Shasta","ca"
"CA3710025","SWEETWATER AUTHORITY","Y","CA","9","","","A","","CWS","","SW","L","190680","State","SW","Y","N","N","33224","Y","BERG, TISH","CHULA VISTA","91912","US","CA","","","","","Not Reported","San Diego","ca"
"CA5200600","GURNSEY AVENUE MUTUAL WATER SYSTEM","Y","CA","9","","","A","","CWS","","GW","P","25","State","GW","Y","N","N","15","Y","MEHARG, AL","RED BLUFF","96080","US","CA","","","","","Not Reported","Tehama","ca"
"CA3110048","PLACER CSA - SHERIDAN","Y","CA","9","","","A","","CWS","","GW","L","726","State","GW","Y","N","N","195","Y","BELL, KEVIN","AUBURN","95603","US","CA","","","","","Not Reported","Placer","ca"
"CA1200643","BEACH CREEK MOBILE HOME PARK","Y","CA","9","","","A","","CWS","","SW","P","67","State","SW","Y","N","N","24","Y","BEEBE, SYDNEY","REDDING","96002","US","CA","","","","","Not Reported","Humboldt","ca"
